currentTime,batteryState,protect,projection,purifier,round,battery,voltage,electricity,duration
2016/05/15 01:07:45,0,20000,false,false,false,97%,26061MV,186MA,00:35:29
2016/05/15 01:07:51,0,20000,false,false,false,97%,26061MV,186MA,00:35:36
2016/05/15 01:08:15,0,20000,false,false,false,97%,26061MV,186MA,00:35:59
2016/05/15 01:08:21,0,20000,false,false,false,97%,26061MV,189MA,00:36:06
2016/05/15 01:08:45,0,20000,false,false,false,97%,26061MV,189MA,00:36:29
2016/05/15 01:08:51,0,20000,false,false,false,97%,26061MV,186MA,00:36:36
2016/05/15 01:09:15,0,20000,false,false,false,97%,26061MV,186MA,00:36:59
2016/05/15 01:09:21,0,20000,false,false,false,97%,26061MV,186MA,00:37:06
2016/05/15 01:09:45,0,20000,false,false,false,97%,26061MV,186MA,00:37:29
2016/05/15 01:09:51,0,20000,false,false,false,97%,26061MV,186MA,00:37:36
2016/05/15 01:10:15,0,20000,false,false,false,97%,26061MV,186MA,00:37:59
2016/05/15 01:10:21,0,20000,false,false,false,97%,26061MV,186MA,00:38:06
2016/05/15 01:10:45,0,20000,false,false,false,97%,26061MV,186MA,00:38:29
2016/05/15 01:10:51,0,20000,false,false,false,97%,26061MV,186MA,00:38:36
2016/05/15 01:11:15,0,20000,false,false,false,97%,26061MV,189MA,00:38:59
2016/05/15 01:11:21,0,20000,false,false,false,97%,26061MV,186MA,00:39:06
2016/05/15 01:11:45,0,20000,false,false,false,97%,26061MV,186MA,00:39:29
2016/05/15 01:11:51,0,20000,false,false,false,97%,26061MV,186MA,00:39:36
2016/05/15 01:12:15,0,20000,false,false,false,97%,26061MV,186MA,00:39:59
2016/05/15 01:12:21,0,20000,false,false,false,97%,26061MV,186MA,00:40:06
2016/05/15 01:12:45,0,20000,false,false,false,97%,26061MV,186MA,00:40:29
2016/05/15 01:12:51,0,20000,false,false,false,97%,26061MV,186MA,00:40:36
2016/05/15 01:13:15,0,20000,false,false,false,97%,26061MV,186MA,00:40:59
2016/05/15 01:13:21,0,20000,false,false,false,97%,26061MV,189MA,00:41:06
2016/05/15 01:13:45,0,20000,false,false,false,97%,26061MV,186MA,00:41:29
2016/05/15 01:13:51,0,20000,false,false,false,97%,26061MV,186MA,00:41:36
2016/05/15 01:14:15,0,20000,false,false,false,97%,26061MV,186MA,00:41:59
2016/05/15 01:14:21,0,20000,false,false,false,97%,26061MV,186MA,00:42:06
2016/05/15 01:14:45,0,20000,false,false,false,97%,26061MV,186MA,00:42:29
2016/05/15 01:14:51,0,20000,false,false,false,97%,26061MV,186MA,00:42:36
2016/05/15 01:15:15,0,20000,false,false,false,97%,26061MV,186MA,00:42:59
2016/05/15 01:15:21,0,20000,false,false,false,97%,26040MV,186MA,00:43:06
2016/05/15 01:15:45,0,20000,false,false,false,97%,26040MV,189MA,00:43:29
2016/05/15 01:15:51,0,20000,false,false,false,97%,26040MV,186MA,00:43:36
2016/05/15 01:16:15,0,20000,false,false,false,97%,26040MV,186MA,00:43:59
2016/05/15 01:16:21,0,20000,false,false,false,97%,26040MV,186MA,00:44:06
2016/05/15 01:16:45,0,20000,false,false,false,97%,26040MV,189MA,00:44:29
2016/05/15 01:16:51,0,20000,false,false,false,97%,26040MV,186MA,00:44:36
2016/05/15 01:17:15,0,20000,false,false,false,97%,26040MV,189MA,00:44:59
2016/05/15 01:17:21,0,20000,false,false,false,97%,26040MV,186MA,00:45:06
2016/05/15 01:17:45,0,20000,false,false,false,97%,26040MV,186MA,00:45:29
2016/05/15 01:17:51,0,20000,false,false,false,97%,26040MV,186MA,00:45:36
2016/05/15 01:18:15,0,20000,false,false,false,97%,26040MV,189MA,00:45:59
2016/05/15 01:18:21,0,20000,false,false,false,97%,26040MV,186MA,00:46:06
2016/05/15 01:18:45,0,20000,false,false,false,97%,26040MV,186MA,00:46:29
2016/05/15 01:18:51,0,20000,false,false,false,97%,26040MV,186MA,00:46:36
2016/05/15 01:19:15,0,20000,false,false,false,97%,26040MV,186MA,00:46:59
2016/05/15 01:19:21,0,20000,false,false,false,97%,26040MV,189MA,00:47:06
2016/05/15 01:19:45,0,20000,false,false,false,97%,26040MV,186MA,00:47:29
2016/05/15 01:19:51,0,20000,false,false,false,97%,26040MV,186MA,00:47:36
2016/05/15 01:20:15,0,20000,false,false,false,97%,26040MV,186MA,00:47:59
2016/05/15 01:20:21,0,20000,false,false,false,97%,26040MV,186MA,00:48:06
2016/05/15 01:20:45,0,20000,false,false,false,97%,26040MV,186MA,00:48:29
2016/05/15 01:20:51,0,20000,false,false,false,97%,26040MV,186MA,00:48:36
2016/05/15 01:21:15,0,20000,false,false,false,97%,26040MV,186MA,00:48:59
2016/05/15 01:21:21,0,20000,false,false,false,97%,26040MV,186MA,00:49:06
2016/05/15 01:21:45,0,20000,false,false,false,97%,26040MV,186MA,00:49:29
2016/05/15 01:21:51,0,20000,false,false,false,97%,26040MV,186MA,00:49:36
2016/05/15 01:22:15,0,20000,false,false,false,97%,26040MV,186MA,00:49:59
